#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Pokedex Entry
213,Shuckle,Bug,Rock,505,20,10,230,10,230,5,2,False,It stores berries in its shell. The berries eventually ferment to become delicious juices.
214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False,"It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn."
215,Sneasel,Dark,Ice,430,55,95,55,35,75,115,2,False,A smart and sneaky Pokemon. A pair may work together to steal eggs by having one lure the parents away.
216,Teddiursa,Normal,,330,60,80,50,50,50,40,2,False,It lets honey soak into its paws so it can lick them all the time. Every set of paws tastes unique.
217,Ursaring,Normal,,500,90,130,75,75,75,55,2,False,"In its territory, it leaves scratches on trees that bear delicious berries or fruits."
218,Slugma,Fire,,250,40,40,40,70,40,20,2,False,"Its body is made of magma. If it doesn't keep moving, its body will cool and harden."
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,False,"Its body temperature is roughly 18,000 degrees F. Flames spout from gaps in its hardened shell."
220,Swinub,Ice,Ground,250,50,50,40,30,30,50,2,False,"It has a very sensitive nose. It can locate mushrooms, berries, and even hot springs buried under ice."
221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,False,"Covered by a shaggy coat, it is strong against the cold. Its tusks of ice thicken when it snows."
222,Corsola,Water,Rock,380,55,55,85,65,85,35,2,False,Many live in the clean seas of the south. They apparently can't live in polluted waters.
223,Remoraid,Water,,300,35,65,35,65,35,65,2,False,It forcefully squirts water. The water jet never misses prey even if the Remoraid is deep in the sea.
224,Octillery,Water,,480,75,105,75,105,75,45,2,False,It loves to lurk inside holes in rocks. It sometimes sprays ink on prey by sticking out only its mouth.
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,False,It carries food rolled up in its tail. It has the habit of sharing food with people lost in mountains.
226,Mantine,Water,Flying,465,65,40,70,80,140,70,2,False,"While elegantly swimming in the sea, it ignores Remoraid that cling to its fins seeking food scraps."
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False,"Despite being clad entirely in iron-hard armor, it flies at speeds over 180 mph."
228,Houndour,Dark,Fire,330,45,60,30,80,50,65,2,False,It is smart enough to hunt in packs. It uses a variety of cries for communicating with others.
229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False,"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False,It lives in caves on the seafloor and creates giant whirlpools every time it moves.
231,Phanpy,Ground,,330,90,60,60,40,40,40,2,False,It is strong despite its compact size. It can easily pick up and carry an adult human on its back.
232,Donphan,Ground,,500,90,120,120,60,60,50,2,False,"It attacks by curling up, then rolling into its foe. It can blow apart a house in one hit."
233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False,"It was upgraded to enable the exploration of other planets. However, it failed to measure up."
234,Stantler,Normal,,465,73,95,62,85,65,85,2,False,Staring at its antlers creates an odd sensation as if one were being drawn into their centers.
235,Smeargle,Normal,,250,55,20,35,20,45,75,2,False,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks."
236,Tyrogue,Fighting,,210,35,35,35,35,35,35,2,False,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
237,Hitmontop,Fighting,,455,50,95,95,35,110,70,2,False,It fights while spinning like a top. The centrifugal force boosts its destructive power by ten.
238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,False,"It tests everything by touching with its lips, which remember what it likes and dislikes."
239,Elekid,Electric,,360,45,63,37,65,55,95,2,False,A weak electric current flows between its horns. Sticking a hand there shocks the unwary.
240,Magby,Fire,,365,45,75,37,70,55,83,2,False,"Its magma-like blood circulates throughout its body. Its body's heat can top 1,100 degrees F."
241,Miltank,Normal,,490,95,80,105,40,70,100,2,False,"It is said that kids who drink Miltank's milk grow up to become hearty, healthy adults."
242,Blissey,Normal,,540,255,10,10,75,135,55,2,False,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.
243,Raikou,Electric,,580,90,85,75,115,100,115,2,True,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
244,Entei,Fire,,580,115,115,85,90,75,100,2,True,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land."
245,Suicune,Water,,580,100,75,115,90,115,85,2,True,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,False,"A Pokemon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow."
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,False,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket."
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,True,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,True,Legends claim this POKéMON flies the world's skies continuously on its magnificent seven-colored wings.
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False,This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.
252,Treecko,Grass,,310,40,45,35,65,55,70,3,False,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
253,Grovyle,Grass,,405,50,65,45,85,65,95,3,False,"It lives in dense jungles. While  closing in on its prey, it leaps from branch to branch."
254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False,The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat.
255,Torchic,Fire,,310,45,60,40,70,50,45,3,False,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,False,Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes.
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
258,Mudkip,Water,,310,50,70,50,50,50,40,3,False,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders."
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,False,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False,It can swim while towing a large ship. It bashes down foes with a swing of its thick arms.
261,Poochyena,Dark,,220,35,55,35,30,30,35,3,False,"A Pokemon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
262,Mightyena,Dark,,420,70,90,70,60,60,70,3,False,It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.
263,Zigzagoon,Normal,,240,38,30,41,30,41,60,3,False,It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.
264,Linoone,Normal,,420,78,70,61,50,61,100,3,False,"It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails."
265,Wurmple,Bug,,195,45,45,35,20,30,20,3,False,"Often targeted by bird Pokemon, it desperately resists by releasing poison from its tail spikes."
266,Silcoon,Bug,,205,50,35,55,25,25,15,3,False,It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,False,"Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen."
268,Cascoon,Bug,,205,50,35,55,25,25,15,3,False,"It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback."
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,False,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,False,It looks like an aquatic plant and serves as a ferry to Pokemon that can't swim.
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,False,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False,"If it hears festive music, all its muscles fill with energy. It can't help breaking out into a dance."
273,Seedot,Grass,,220,40,40,50,30,30,30,3,False,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokemon."
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,False,The sound of its grass flute makes its listeners uneasy. It lives deep in forests.
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,False,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,False,It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.
277,Swellow,Normal,Flying,430,60,85,60,50,50,125,3,False,"It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,False,"It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."
279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,False,"It is a messenger of the skies, carrying small Pokemon and eggs to safety in its bill."
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,False,"If its horns capture the warm feelings of people or Pokemon, its body warms up slightly."
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,False,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,False,"To protect its Trainer, it will expend all its psychic power to create a small black hole."
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,False,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,False,Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.
285,Shroomish,Grass,,295,60,40,60,40,60,35,3,False,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False,Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.
287,Slakoth,Normal,,280,60,60,60,35,35,30,3,False,It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.
288,Vigoroth,Normal,,440,80,80,80,55,55,90,3,False,"Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."
289,Slaking,Normal,,670,150,160,100,95,65,100,3,False,"The world's laziest Pokemon. When it is lounging, it is actually saving energy for striking back."
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,False,"It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False,"Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,False,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one's spirit.
293,Whismur,Normal,,240,64,51,23,51,23,28,3,False,"Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
294,Loudred,Normal,,360,84,71,43,71,43,48,3,False,The shock waves from its cries can tip over trucks. It stamps its feet to power up.
295,Exploud,Normal,,490,104,91,63,91,73,68,3,False,Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.
296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,False,It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.
297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False,It loves to match power with big-bodied Pokemon. It can knock a truck flying with its arm thrusts.
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,False,Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself.
299,Nosepass,Rock,,375,30,45,135,45,90,30,3,False,"When endangered, it may protect itself by raising its magnetism and drawing iron objects to its body."
300,Skitty,Normal,,260,50,45,45,35,35,50,3,False,"It can't stop itself from chasing moving things, and it runs in a circle, chasing its own tail."
301,Delcatty,Normal,,380,70,65,65,55,55,70,3,False,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,False,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,False,Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,False,"It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars."
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,False,"For food, it digs up iron ore. It smashes its steely body against others to fight over territory."
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,False,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,False,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False,It gains the ability to see the aura of its opponents by honing its mind through starvation.
309,Electrike,Electric,,295,40,45,40,65,40,65,3,False,"Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed."
310,Manectric,Electric,,475,70,75,60,105,60,105,3,False,It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.
311,Plusle,Electric,,405,60,50,40,85,75,95,3,False,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
312,Minun,Electric,,405,60,40,50,75,85,95,3,False,"It cheers on friends. If its friends are losing, its body lets off more and more sparks."
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,False,It communicates with others by lighting up its rear at night. It loves Illumise's sweet aroma.
314,Illumise,Bug,,400,65,47,55,73,75,85,3,False,"With its sweet aroma, it guides Volbeat to draw signs with light in the night sky."
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,False,"The more healthy the Roselia, the more pleasant its flowers' aroma. Its scent deeply relaxes people."
316,Gulpin,Poison,,302,70,43,53,43,53,40,3,False,Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.
317,Swalot,Poison,,467,100,73,83,73,83,55,3,False,It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False,They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False,"Its fangs rip through sheet iron. It swims at 75 mph and is known as ""The Bully of the Sea."""
320,Wailmer,Water,,400,130,70,35,70,35,60,3,False,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
321,Wailord,Water,,500,170,90,45,90,45,60,3,False,"The biggest of all Pokemon. It can dive to a depth of almost 10,000 feet on only one breath."
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,False,"Its humped back stores intensely hot magma. In rain, the magma cools, slowing its movement."
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False,"It has volcanoes on its back. If magma builds up in its body, it shudders, then erupts violently."
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,False,It burns coal inside its shell for energy. It blows out black soot if it is endangered.
325,Spoink,Psychic,,330,60,25,35,70,80,60,3,False,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,False,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
327,Spinda,Normal,,360,60,60,60,60,60,60,3,False,No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.
328,Trapinch,Ground,,290,45,100,45,45,45,10,3,False,It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,False,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people."
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False,"It whips up sandstorms with powerful flaps of its wings. It is known as ""The Desert Spirit."""
331,Cacnea,Grass,,335,50,85,40,85,40,35,3,False,"By storing water in its body, this desert dweller can survive for 30 days without water."
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,False,"It becomes active at night, seeking prey that is exhausted from the day's desert heat."
333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,False,It can't relax if it or its surroundings are not clean. It wipes off dirt with its wings.
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum."
335,Zangoose,Normal,,458,73,115,60,60,60,90,3,False,It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons.
336,Seviper,Poison,,458,73,100,60,100,60,65,3,False,"For many generations, it has feuded with Zangoose. It whets its bladed tail on rocks for battle."
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,False,"Because it turns active on nights of the full moon, it is said to have some link to the lunar phases."
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False,"A new Pokemon species, rumored to be from the sun. It gives off light while spinning."
339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud."
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,False,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors."
341,Corphish,Water,,308,43,80,65,50,35,35,3,False,Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey.
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False,It is a ruffian that uses its pincers to pick up and toss out other Pokemon from its pond.
343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False,It moves by spinning on its foot. It is a rare Pokemon that was discovered in ancient ruins.
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False,An ancient clay figurine that came to life as a Pokemon from exposure to a mysterious ray of light.
345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,False,It lived on the seafloor 100 million years ago and was reanimated scientifically.
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,False,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches."
347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,False,A Pokemon ancestor that was reanimated from a fossil. It lived in the sea and hunted with claws.
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False,It went ashore after evolving. Its entire body is clad in a sturdy armor.
349,Feebas,Water,,200,20,15,20,10,55,80,3,False,"It is a shabby and ugly Pokemon. However, it is very hardy and can survive on little water."
350,Milotic,Water,,540,95,60,79,100,125,81,3,False,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.
351,Castform,Normal,,420,70,70,70,70,70,70,3,False,"Its appearance changes with the weather. Recently, its molecules were found to be just like water."
352,Kecleon,Normal,,440,60,90,70,60,120,40,3,False,"It can freely change its body's color. The zigzag pattern on its belly doesn't change, however."
353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,False,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
354,Banette,Ghost,,455,64,115,65,83,63,65,3,False,A doll that became a Pokemon over its grudge from being junked. It seeks the child that disowned it.
355,Duskull,Ghost,,295,20,40,90,30,90,25,3,False,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,False,It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,False,Its cries echo inside its hollow body to emerge as beautiful notes for startling and repelling foes.
359,Absol,Dark,,465,65,130,60,75,60,75,3,False,"Rumored to sense disasters with its horn, it became a target. It fled deep into the mountains."
360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,False,It grows strong by pushing up against others en masse. It loves eating sweet fruit.
361,Snorunt,Ice,,300,50,50,50,50,50,50,3,False,It is said that several Snorunt gather under giant leaves and live together in harmony.
362,Glalie,Ice,,480,80,80,80,80,80,80,3,False,It prevents prey from escaping by instantaneously freezing moisture in the air.
363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,It rolls across ice floes to reach shore because its body is poorly shaped for swimming.
364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,"It habitually spins things on its nose. By doing so, it learns textures and odors."
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,"It shatters ice with its big tusks. Its thick blubber repels not only the cold, but also enemy attacks."
366,Clamperl,Water,,345,35,64,85,74,55,32,3,False,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
367,Huntail,Water,,485,55,104,105,94,75,52,3,False,"It lives deep in the sea. With a tail shaped like a small fish, it attracts unsuspecting prey."
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,False,"It lives at the bottom of the sea. In the springtime, its pink body turns more vivid for some reason."
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,A rare Pokemon discovered during a deep-sea exploration. It has not changed in over 100 million years.
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,False,It lives in warm seas. It is said that a couple finding this Pokemon will be blessed with eternal love.
371,Bagon,Dragon,,300,45,75,60,40,30,50,3,False,"Dreaming of one day flying, it practices by leaping off cliffs every day."
372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,False,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,"As a result of its long-held dream of flying, its cellular structure changed, and wings grew out."
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,It is formed by two Beldum joining together. Its steel body won't be scratched if it collides with a jet.
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
377,Regirock,Rock,,580,80,100,200,50,100,50,3,True,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself."
378,Regice,Ice,,580,80,50,100,100,200,50,3,True,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F."
379,Registeel,Steel,,580,80,75,150,75,150,50,3,True,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe."
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.
382,Kyogre,Water,,670,100,100,90,150,140,90,3,True,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
383,Groudon,Ground,,670,100,150,140,100,90,90,3,True,GROUDON has long been described in mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer, never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening."
386,Deoxys,Psychic,,600,50,150,50,150,50,150,3,True,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
387,Turtwig,Grass,,318,55,68,64,45,55,31,4,False,"The shell on its back is made of soil. On a very healthy Turtwig, the shell should feel moist."
388,Grotle,Grass,,405,75,89,85,55,65,36,4,False,It knows where pure water wells up. It carries fellow Pokemon there on its back.
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,Some Pokemon are born on a Torterra's back and spend their entire life there.
390,Chimchar,Fire,,309,44,58,44,58,44,61,4,False,"It is very agile. Before going to sleep, it extinguishes the flame on its tail to prevent fires."
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,It uses unique fighting moves with fire on its hands and feet. It will take on any opponent.
393,Piplup,Water,,314,53,51,53,61,56,40,4,False,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
394,Prinplup,Water,,405,64,66,68,81,76,50,4,False,"Because every Prinplup considers itself to be the most important, they can never form a group."
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,"If anyone were to hurt its pride, it would slash them with wings that can cleave through an ice floe."
396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,"Because they are weak individually, they form groups. However, they bicker if the group grows too big."
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily."
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,It never stops attacking even if it is injured. It fusses over the shape of its comb.
399,Bidoof,Normal,,250,59,45,40,35,40,31,4,False,A comparison revealed that Bidoof's front teeth grow at the same rate as Rattata's.
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,"A river dammed by Bibarel will never overflow its banks, which is appreciated by people nearby."
401,Kricketot,Bug,,194,37,25,41,25,41,25,4,False,"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound."
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,False,There is a village that hosts a contest based on the amazingly variable cries of this Pokemon.
403,Shinx,Electric,,263,45,65,34,40,34,45,4,False,The extension and contraction of its muscles generates electricity. It glows when in trouble.
404,Luxio,Electric,,363,60,85,49,60,49,60,4,False,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
405,Luxray,Electric,,523,80,120,79,95,79,70,4,False,It can see clearly through walls to track down its prey and seek its lost young.
406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,"Sensitive to changing temperature, the bud is said to bloom when it feels the sun's warm touch."
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,"Each of its hands contains different toxins, but both hands can jab with near-fatal power."
408,Cranidos,Rock,,350,67,125,40,30,30,58,4,False,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with head butts."
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,False,"If two were to smash their heads together, their foot-thick skulls would keep them from fainting."
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,"It is outstandingly armored. As a result, it can eat grass and berries without having to fight."
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,"When they lined up side by side, no foe could break through. They shielded their young in that way."
412,Burmy,Bug,,224,40,29,45,29,45,36,4,False,"Even if it is born where there are no cocooning materials, it somehow always ends up with a cloak."
413,Wormadam,Bug,Grass,424,60,59,85,79,105,36,4,False,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,"While it loves floral honey, it won't gather any itself. Instead, it plots to steal some from Combee."
415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,The trio is together from birth. It constantly gathers honey from flowers to please Vespiquen.
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,It releases various pheromones to make the grubs in its body do its bidding while fighting foes.
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,False,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
418,Buizel,Water,,330,55,65,35,60,30,85,4,False,It spins its two tails like a screw to propel itself through water. The tails also slice clinging seaweed.
419,Floatzel,Water,,495,85,105,55,85,50,115,4,False,It is a common sight around fishing ports. It is known to rescue people and carry off prey.
420,Cherubi,Grass,,275,45,35,45,62,53,35,4,False,"The small ball is not only filled with nutrients, it is also tasty. Starly try to peck it off."
